age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,two_year_recid,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay
29,F,Caucasian,25 - 45,Medium,Male,3,-1.0,6,1,0,0,0,1.0,21.0
58,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,0,0,0,1.0,22.0
23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,7,0,0,0,1,1.0,847.0
23,M,Caucasian,Less than 25,High,Male,3,-1.0,8,1,0,0,0,1.0,626.0
68,F,African-American,Greater than 45,Low,Female,5,-4.0,2,0,0,0,0,4.0,20.0
26,M,Caucasian,25 - 45,Medium,Female,2,0.0,5,0,0,0,0,0.0,3.0
51,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,27.0
25,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,16.0
40,F,African-American,25 - 45,High,Male,5,0.0,9,1,0,0,0,1.0,1323.0
51,F,African-American,Greater than 45,Medium,Male,14,-11.0,5,0,0,0,0,11.0,189.0
27,M,African-American,25 - 45,Medium,Male,2,-1.0,5,1,0,0,0,1.0,360.0
49,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,0,0,0,1.0,768.0
36,M,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,63.0
20,F,African-American,Less than 25,Low,Male,0,-4.0,3,0,0,0,0,5.0,93.0
21,F,African-American,Less than 25,High,Male,2,0.0,10,1,0,0,0,0.0,2065.0
31,F,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0,0,1.0,27.0
57,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,23.0
61,F,Caucasian,Greater than 45,Low,Female,8,0.0,3,1,0,0,0,1.0,740.0
35,F,Hispanic,25 - 45,Low,Male,3,-23.0,1,1,0,0,0,23.0,234.0
54,F,African-American,Greater than 45,Medium,Male,3,-1.0,6,1,0,0,0,1.0,55.0
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,25.0
24,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,0,1,0,1.0,798.0
29,F,Hispanic,25 - 45,Low,Female,0,-1.0,4,1,0,0,0,1.0,29.0
48,F,African-American,Greater than 45,High,Male,8,-1.0,9,1,0,0,1,1.0,268.0
30,M,African-American,25 - 45,Medium,Male,6,0.0,7,1,0,0,1,0.0,4.0
26,F,African-American,25 - 45,High,Male,10,-1.0,10,1,0,1,0,1.0,43.0
37,F,African-American,25 - 45,High,Male,12,0.0,9,1,0,0,0,1.0,5.0
26,F,African-American,25 - 45,Medium,Male,4,0.0,6,1,0,0,0,1.0,1086.0
29,M,African-American,25 - 45,High,Male,7,0.0,10,1,0,0,0,0.0,208.0
26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,717.0
60,F,African-American,Greater than 45,Low,Male,2,0.0,1,0,0,0,0,1.0,15.0
27,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,1,0,0,0,1.0,20.0
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,0,0,0,1,1.0,21.0
28,F,African-American,25 - 45,Medium,Male,3,0.0,7,0,0,0,0,0.0,4.0
33,F,African-American,25 - 45,Medium,Male,13,0.0,6,1,0,0,0,1.0,6.0
28,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,3001.0
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,0,0,0,2.0,-12.0
21,F,African-American,Less than 25,High,Male,6,-19.0,8,1,0,1,0,1.0,14.0
28,F,Hispanic,25 - 45,Low,Male,2,-1.0,3,1,0,0,0,1.0,47.0
22,M,Hispanic,Less than 25,Low,Female,0,-1.0,2,0,0,0,0,1.0,14.0
29,F,Caucasian,25 - 45,Medium,Female,6,-2.0,7,1,0,0,0,2.0,1629.0
24,M,African-American,Less than 25,High,Male,2,0.0,8,1,0,0,0,1.0,1194.0
50,F,African-American,Greater than 45,Low,Male,12,-22.0,1,1,0,0,0,22.0,24.0
24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,1,0,0,0,1.0,40.0
47,F,African-American,Greater than 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,1195.0
54,F,Caucasian,Greater than 45,Low,Male,6,0.0,1,0,0,0,0,0.0,23.0
42,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,29.0
35,F,Caucasian,25 - 45,Low,Male,5,-20.0,3,0,0,0,0,20.0,21.0
30,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,28.0
53,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,20.0
31,M,African-American,25 - 45,Low,Female,2,-1.0,3,0,0,0,0,1.0,48.0
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,31.0
23,F,Other,Less than 25,High,Male,4,-1.0,10,0,0,0,0,1.0,53.0
47,F,African-American,Greater than 45,Low,Male,9,-1.0,4,0,0,0,0,1.0,1559.0
24,M,African-American,Less than 25,High,Male,9,-1.0,9,1,0,1,0,1.0,74.0
22,F,African-American,Less than 25,High,Female,2,-1.0,9,0,0,1,0,1.0,71.0
45,M,Hispanic,Greater than 45,Low,Male,1,-22.0,1,0,0,0,0,22.0,0.0
30,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0,0,0,1.0,22.0
30,M,Other,25 - 45,High,Male,5,-1.0,8,1,0,0,0,30.0,137.0
43,M,Caucasian,25 - 45,High,Female,22,-1.0,10,1,0,0,0,1.0,640.0
50,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,4.0
24,F,Other,Less than 25,Low,Female,2,-1.0,4,1,0,0,0,1.0,27.0
42,F,Caucasian,25 - 45,Medium,Female,3,-3.0,5,0,0,0,0,3.0,16.0
29,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,1,0,0,0,1.0,318.0
31,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,25.0
25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,0,0,0,1.0,1301.0
36,F,African-American,25 - 45,Medium,Male,4,0.0,5,0,0,0,0,1.0,26.0
24,M,African-American,Less than 25,Medium,Male,1,-1.0,5,1,0,0,0,1.0,48.0
28,F,Caucasian,25 - 45,Medium,Male,5,0.0,5,0,0,0,0,0.0,4.0
31,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,23.0
23,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,74.0
29,M,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,0,0,0,1.0,168.0
51,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,0,0,0,1.0,1902.0
34,F,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,28.0
29,F,African-American,25 - 45,Low,Male,12,0.0,2,1,0,0,0,0.0,3.0
39,F,African-American,25 - 45,High,Male,13,-1.0,10,1,0,1,0,1.0,30.0
36,M,Hispanic,25 - 45,Low,Female,0,0.0,2,0,0,0,0,1.0,3.0
59,M,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,0,0,0,1.0,356.0
23,F,African-American,Less than 25,High,Male,3,-1.0,8,1,0,0,2,1.0,23.0
31,F,African-American,25 - 45,High,Male,15,0.0,8,0,0,0,0,1.0,-5.0
53,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,-2.0
34,F,African-American,25 - 45,Medium,Male,12,0.0,7,0,0,0,0,1.0,833.0
63,F,African-American,Greater than 45,Low,Female,1,0.0,1,0,0,0,0,1.0,6.0
21,F,Other,Less than 25,Low,Male,0,-1.0,4,1,0,0,0,1.0,23.0
21,F,African-American,Less than 25,Medium,Female,0,0.0,7,1,0,0,0,0.0,2.0
47,F,Caucasian,Greater than 45,High,Male,28,-1.0,9,1,0,0,0,1.0,813.0
34,F,African-American,25 - 45,Medium,Male,7,0.0,5,1,0,0,0,1.0,-11.0
58,F,Caucasian,Greater than 45,Medium,Male,4,0.0,5,1,0,0,0,0.0,21.0
40,F,Hispanic,25 - 45,Low,Female,4,0.0,3,1,0,0,0,0.0,121.0
36,F,African-American,25 - 45,High,Male,16,-8.0,8,1,3,0,0,8.0,201.0
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,0,0,1.0,39.0
34,F,African-American,25 - 45,Low,Male,5,-1.0,2,1,0,0,0,1.0,23.0
56,F,Caucasian,Greater than 45,Low,Male,13,-13.0,2,0,0,0,0,13.0,166.0
52,F,Caucasian,Greater than 45,Low,Female,0,-6.0,1,0,0,0,0,6.0,14.0
56,F,African-American,Greater than 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,167.0
37,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,27.0
50,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0,0,0,1.0,42.0
25,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,22.0
22,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0,0,0,1.0,14.0
43,M,Caucasian,25 - 45,Low,Female,0,0.0,1,1,0,0,0,0.0,6.0
30,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,845.0
29,F,Asian,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,20.0
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,0,0,0,1.0,17.0
29,M,African-American,25 - 45,High,Male,7,-1.0,8,1,0,0,0,1.0,21.0
24,F,Caucasian,Less than 25,Low,Female,0,-2.0,4,0,0,0,0,2.0,18.0
74,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,14.0
27,M,African-American,25 - 45,Medium,Male,8,0.0,7,1,0,0,1,1.0,16.0
37,F,Hispanic,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,18.0
29,F,Caucasian,25 - 45,Low,Male,5,0.0,2,0,0,0,0,0.0,6.0
35,F,African-American,25 - 45,Low,Female,5,-1.0,3,0,0,0,0,1.0,21.0
29,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,0,0,1.0,2385.0
36,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,0.0,25.0
26,F,Caucasian,25 - 45,Low,Male,2,0.0,4,0,0,0,0,1.0,38.0
26,F,African-American,25 - 45,Medium,Female,1,-1.0,5,0,0,0,0,1.0,27.0
39,F,Caucasian,25 - 45,Medium,Female,11,-1.0,6,1,0,1,0,1.0,27.0
22,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,0,1,0,1.0,29.0
28,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,46.0
51,F,Caucasian,Greater than 45,Low,Male,1,-2.0,1,1,0,0,0,2.0,14.0
35,M,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,24.0
23,M,African-American,Less than 25,Low,Female,0,-1.0,2,0,0,0,0,1.0,29.0
29,F,African-American,25 - 45,Medium,Male,6,0.0,6,1,1,2,0,0.0,20.0
20,F,Other,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,1.0,28.0
24,M,African-American,Less than 25,High,Male,1,-1.0,9,1,0,0,2,1.0,148.0
23,M,Hispanic,Less than 25,Low,Female,2,-1.0,4,0,0,1,0,1.0,32.0
33,F,African-American,25 - 45,Medium,Female,5,-1.0,7,0,0,0,0,1.0,4480.0
21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,1,1,0,0,1.0,20.0
59,M,Caucasian,Greater than 45,Low,Male,3,-3.0,1,0,0,0,0,4.0,50.0
26,F,Caucasian,25 - 45,Low,Male,4,0.0,4,1,0,0,0,0.0,67.0
38,F,Other,25 - 45,Low,Male,2,-1.0,1,0,0,0,0,1.0,20.0
28,F,Hispanic,25 - 45,High,Male,2,-1.0,8,0,0,0,0,1.0,77.0
23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,5,1,0,0,0,1.0,1414.0
21,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,0,0,2,1.0,25.0
52,M,African-American,Greater than 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,26.0
56,F,African-American,Greater than 45,Medium,Male,12,-1.0,5,1,0,0,0,1.0,40.0
40,M,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,39.0
48,M,Caucasian,Greater than 45,Low,Female,8,-26.0,4,1,0,0,0,26.0,570.0
26,F,African-American,25 - 45,Low,Female,0,-1.0,4,0,0,0,0,1.0,22.0
66,F,Caucasian,Greater than 45,Low,Male,1,-14.0,1,1,0,0,0,14.0,117.0
54,F,African-American,Greater than 45,Low,Female,6,-1.0,4,0,0,0,0,1.0,31.0
31,M,Caucasian,25 - 45,Medium,Male,4,-1.0,7,1,0,0,0,1.0,643.0
34,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,20.0
25,F,African-American,25 - 45,High,Male,9,-1.0,9,1,0,0,0,1.0,2033.0
47,F,Caucasian,Greater than 45,Low,Male,2,-7.0,4,0,0,0,0,7.0,147.0
51,F,African-American,Greater than 45,High,Male,12,-1.0,8,1,0,0,1,1.0,16.0
25,F,Caucasian,25 - 45,Low,Male,1,-23.0,3,0,0,0,0,24.0,-6.0
25,F,Other,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,485.0
31,F,African-American,25 - 45,Low,Female,2,-1.0,2,1,0,0,0,1.0,21.0
36,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,0,0,1.0,20.0
49,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,1.0,-10.0
31,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,0,0,1.0,23.0
30,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,0,1,1.0,22.0
29,F,African-American,25 - 45,High,Male,3,-1.0,9,1,1,0,0,1.0,22.0
53,F,Caucasian,Greater than 45,Medium,Female,6,-1.0,5,1,0,0,0,1.0,259.0
21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,0,1,0,1.0,10945.0
21,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,14.0
27,F,African-American,25 - 45,Medium,Female,1,0.0,5,1,0,0,0,1.0,4.0
65,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,23.0
59,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,4.0
59,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,46.0
24,M,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0,0,1.0,72.0
40,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0,0,0,1.0,25.0
51,F,African-American,Greater than 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,55.0
34,F,African-American,25 - 45,High,Male,10,-1.0,9,1,1,0,0,1.0,18.0
30,F,Hispanic,25 - 45,Low,Male,1,0.0,2,1,0,0,0,1.0,-12.0
52,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,23.0
38,F,African-American,25 - 45,Low,Male,2,-1.0,3,1,0,0,0,1.0,64.0
22,F,African-American,Less than 25,High,Female,0,-6.0,8,0,0,0,0,6.0,20.0
43,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,72.0
32,F,Caucasian,25 - 45,High,Male,5,0.0,9,1,0,0,0,0.0,1322.0
55,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,26.0
26,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,213.0
23,M,Caucasian,Less than 25,Low,Male,1,-1.0,2,0,0,0,1,1.0,21.0
47,F,Other,Greater than 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,72.0
28,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,0,0,0,1.0,21.0
27,F,Hispanic,25 - 45,Low,Male,0,0.0,2,1,0,0,0,1.0,4.0
61,F,Hispanic,Greater than 45,Low,Male,2,-1.0,4,1,0,0,0,1.0,73.0
26,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,48.0
28,M,Caucasian,25 - 45,Medium,Female,1,0.0,5,1,0,0,0,0.0,3.0
43,F,African-American,25 - 45,Medium,Male,0,-1.0,5,1,0,0,0,1.0,47.0
33,M,African-American,25 - 45,Medium,Male,21,-6.0,7,1,0,0,0,6.0,147.0
21,M,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,0,1,1.0,20.0
32,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,0,1,2.0,25.0
22,F,African-American,Less than 25,Low,Male,1,0.0,4,1,0,0,0,0.0,4.0
51,F,African-American,Greater than 45,Low,Male,3,0.0,1,0,0,0,0,0.0,7.0
20,F,African-American,Less than 25,High,Male,2,-1.0,10,1,0,0,1,1.0,3099.0
35,F,Caucasian,25 - 45,Low,Male,2,-1.0,3,0,0,0,0,1.0,24.0
37,F,African-American,25 - 45,Low,Female,3,-1.0,1,0,0,0,0,1.0,697.0
28,M,African-American,25 - 45,Medium,Male,0,-2.0,7,1,0,0,0,3.0,0.0
41,M,Caucasian,25 - 45,Medium,Male,3,-1.0,5,1,0,0,0,1.0,45.0
24,M,African-American,Less than 25,High,Male,0,-1.0,8,1,0,0,0,1.0,43.0
33,M,African-American,25 - 45,Low,Female,3,-1.0,4,0,0,0,0,1.0,49.0
30,F,Caucasian,25 - 45,Medium,Female,4,-1.0,6,0,0,0,0,1.0,711.0
20,F,African-American,Less than 25,Medium,Male,1,0.0,7,1,0,0,0,0.0,146.0
42,F,African-American,25 - 45,Low,Female,1,-10.0,1,0,0,0,0,10.0,-7.0
40,F,African-American,25 - 45,Medium,Female,15,-1.0,7,1,0,0,0,0.0,1579.0
39,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,19.0
21,F,African-American,Less than 25,Medium,Male,0,0.0,7,0,0,0,0,0.0,73.0
39,F,Caucasian,25 - 45,Low,Male,2,-2.0,2,1,0,0,0,2.0,47.0
24,F,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0,0,0,0.0,1.0
41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,19.0
39,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0,0,0,1.0,25.0
24,F,African-American,Less than 25,High,Female,3,-1.0,8,0,0,0,0,2.0,1.0
24,F,African-American,Less than 25,Low,Female,1,-23.0,4,0,0,0,0,23.0,20.0
29,M,African-American,25 - 45,Low,Male,0,-1.0,2,1,0,0,0,1.0,24.0
25,M,Caucasian,25 - 45,Medium,Male,2,-12.0,5,1,0,0,0,13.0,264.0
23,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,1,0,0,0,1.0,41.0
22,F,African-American,Less than 25,High,Male,1,0.0,10,1,0,0,1,0.0,3.0
26,M,Other,25 - 45,Medium,Female,4,-1.0,7,1,0,0,0,1.0,47.0
26,M,African-American,25 - 45,High,Male,3,-1.0,9,1,0,3,0,2022.0,4920.0
24,M,African-American,Less than 25,Medium,Female,3,-1.0,6,1,0,0,0,1.0,70.0
44,M,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,819.0
36,F,Caucasian,25 - 45,Low,Male,1,-19.0,2,1,0,0,0,19.0,454.0
39,F,Caucasian,25 - 45,High,Male,10,-1.0,8,1,0,0,0,1.0,24.0
42,F,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,0,0,0,1.0,15.0
45,M,Caucasian,Greater than 45,Low,Male,1,-2.0,1,0,0,0,0,2.0,26.0
25,F,African-American,25 - 45,High,Male,7,-1.0,10,1,0,1,0,1.0,485.0
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,129.0
25,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,74.0
32,F,African-American,25 - 45,Low,Male,5,-10.0,4,0,0,1,0,10.0,220.0
23,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,0,0,1.0,92.0
39,M,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,0,0,0,1.0,43.0
27,F,African-American,25 - 45,High,Male,12,-1.0,8,1,0,0,0,1.0,24.0
35,M,Caucasian,25 - 45,Medium,Female,4,-1.0,7,0,0,0,0,1.0,44.0
38,M,African-American,25 - 45,Low,Female,0,0.0,1,0,0,0,0,0.0,21.0
30,F,African-American,25 - 45,Low,Male,4,-10.0,2,0,0,0,0,10.0,171.0
30,F,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,0,0,0,1.0,695.0
30,M,Caucasian,25 - 45,High,Female,0,0.0,8,0,0,0,0,0.0,4.0
26,F,African-American,25 - 45,High,Male,18,-1.0,10,1,1,1,0,1.0,4749.0
31,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,53.0
34,F,Other,25 - 45,Low,Male,0,-1.0,2,0,0,0,0,1.0,2593.0
25,M,African-American,25 - 45,Medium,Female,0,-1.0,5,0,0,0,0,1.0,1061.0
26,F,Caucasian,25 - 45,Medium,Female,1,-13.0,6,0,0,0,0,13.0,213.0
38,F,African-American,25 - 45,Medium,Male,2,0.0,7,1,0,0,0,0.0,221.0
37,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,0,0,1.0,19.0
34,M,Caucasian,25 - 45,Medium,Male,3,-1.0,5,0,0,0,1,1.0,22.0
38,F,Hispanic,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,608.0
31,M,African-American,25 - 45,Medium,Female,0,-1.0,6,0,0,0,0,1.0,57.0
29,M,Caucasian,25 - 45,Low,Female,0,0.0,2,0,0,0,0,1.0,7.0
20,F,Caucasian,Less than 25,High,Male,1,28.0,9,1,1,0,0,50.0,374.0
22,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,0,0,0,1.0,30.0
51,M,Hispanic,Greater than 45,Low,Female,0,-3.0,1,0,0,0,0,3.0,14.0
24,M,African-American,Less than 25,Low,Male,2,-1.0,4,1,0,0,0,1.0,13.0
47,F,African-American,Greater than 45,High,Male,0,-1.0,8,1,0,0,0,1.0,30.0
36,F,African-American,25 - 45,Medium,Female,1,-1.0,5,1,0,0,0,1.0,148.0
21,M,African-American,Less than 25,Low,Male,1,-1.0,4,0,0,0,0,1.0,24.0
25,M,African-American,25 - 45,High,Male,3,-1.0,10,1,0,1,0,1.0,1933.0
23,F,African-American,Less than 25,High,Male,5,-1.0,9,1,0,0,1,1.0,119.0
23,M,Other,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,22.0
24,M,Caucasian,Less than 25,High,Female,0,-1.0,10,0,0,0,0,2.0,7.0
35,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,1,0,0,0,1.0,49.0
23,M,Hispanic,Less than 25,Low,Female,0,-2.0,4,0,0,0,0,2.0,16.0
19,M,African-American,Less than 25,Low,Female,0,-1.0,4,1,0,0,0,1.0,32.0
32,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,0,0,0,1.0,139.0
39,M,Caucasian,25 - 45,Low,Female,0,-3.0,1,1,0,0,0,3.0,21.0
30,F,African-American,25 - 45,High,Male,12,0.0,9,1,4,0,0,0.0,219.0
33,F,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,0,0,1.0,6211.0
36,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,14.0
29,F,African-American,25 - 45,High,Male,8,-1.0,8,1,0,1,1,1.0,66.0
40,F,Caucasian,25 - 45,Low,Female,0,0.0,2,0,0,0,0,0.0,2.0
53,F,African-American,Greater than 45,Medium,Male,4,-4.0,7,0,0,0,0,4.0,47.0
28,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,0,0,1.0,21.0
38,M,Hispanic,25 - 45,Low,Male,2,0.0,2,0,0,0,0,1485.0,704.0
27,F,African-American,25 - 45,High,Male,9,-1.0,9,1,0,1,0,1.0,42.0
55,F,Caucasian,Greater than 45,Low,Male,0,-1.0,3,0,0,0,0,1.0,14.0
22,M,African-American,Less than 25,Medium,Male,1,-1.0,7,0,1,0,0,1.0,45.0
34,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,0,0,1.0,52.0
55,M,Caucasian,Greater than 45,Low,Male,1,-17.0,2,0,0,0,0,17.0,97.0
24,F,Hispanic,Less than 25,High,Male,2,0.0,8,0,0,0,0,1.0,2201.0
47,M,African-American,Greater than 45,High,Female,21,-1.0,9,1,0,1,1,1.0,525.0
41,M,Other,25 - 45,Low,Male,0,0.0,1,0,0,0,0,0.0,4.0
41,F,Hispanic,25 - 45,Low,Male,0,-2.0,3,0,0,0,0,2.0,17.0
61,F,African-American,Greater than 45,Low,Male,12,-1.0,3,0,0,0,0,1.0,5807.0
57,F,African-American,Greater than 45,Low,Male,3,0.0,1,0,0,0,0,0.0,43.0
38,M,Caucasian,25 - 45,Low,Female,2,-1.0,3,0,0,0,0,1.0,22.0
25,F,Caucasian,25 - 45,Low,Male,13,-1.0,4,1,4,0,1,0.0,124.0
23,F,African-American,Less than 25,Low,Male,0,-1.0,2,1,0,0,0,1.0,22.0
23,F,Caucasian,Less than 25,Medium,Male,3,-1.0,5,0,0,0,0,1.0,232.0
20,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,0,0,1.0,18.0
44,F,Caucasian,25 - 45,High,Male,1,-1.0,8,0,0,0,0,1.0,25.0
38,M,Caucasian,25 - 45,Low,Female,1,-23.0,1,0,0,0,0,23.0,42.0
56,F,African-American,Greater than 45,Low,Male,5,-1.0,2,1,0,0,0,1.0,14349.0
43,F,Caucasian,25 - 45,Low,Male,2,0.0,2,1,0,0,0,0.0,122.0
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,2.0,3593.0
32,F,Other,25 - 45,Low,Male,0,-1.0,1,0,0,0,0,1.0,26.0
29,F,African-American,25 - 45,Medium,Male,0,0.0,6,0,0,0,0,0.0,25.0
22,F,African-American,Less than 25,High,Male,1,0.0,9,1,0,0,0,1.0,2479.0
23,F,African-American,Less than 25,High,Male,3,-1.0,9,1,0,0,0,1.0,1056.0
24,F,Caucasian,Less than 25,Low,Male,1,-23.0,4,0,0,0,1,23.0,49.0
45,M,Other,Greater than 45,Low,Male,0,0.0,1,0,0,0,0,0.0,-2.0
21,F,African-American,Less than 25,High,Male,2,-1.0,9,0,0,1,0,1.0,26.0
29,M,African-American,25 - 45,Low,Female,0,0.0,2,0,0,0,0,0.0,28.0
51,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,1,0,0,0,1.0,26.0
36,M,Hispanic,25 - 45,Low,Male,2,-1.0,2,1,1,0,0,1.0,30.0
25,F,African-American,25 - 45,Low,Male,1,0.0,3,0,0,0,0,0.0,3.0
46,F,Hispanic,Greater than 45,Low,Male,13,-1.0,3,0,0,0,0,1.0,3406.0
62,F,African-American,Greater than 45,High,Male,22,0.0,8,1,0,0,0,0.0,798.0
25,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,0,0,0,1.0,22.0
27,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,0,0,1.0,44.0
22,F,Caucasian,Less than 25,High,Female,3,-1.0,9,1,0,0,0,1.0,63.0
37,F,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,0,0,0,1.0,51.0
21,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,0,0,0,1.0,47.0
39,F,Caucasian,25 - 45,Medium,Female,2,-1.0,5,1,0,0,0,1.0,22.0
